session_id,dialogue_response
379_turn_033,feel_down (do you feel down)
379_turn_034,describe_felt (how did you feel in that moment)
379_turn_035,yeah3 (yeah)
379_turn_036,regret (is there anything you regret)
379_turn_037,yeah3 (yeah)
379_turn_038,memory_erase (tell me about an event or something that you wish you could erase from your memory)
379_turn_039,downer (okay)
379_turn_040,self_change (what are some things you wish you could change about yourself)
379_turn_041,mhm (mhm)
379_turn_042,feelbadly (tell me about a time when someone made you feel really badly about yourself)
379_turn_043,okay_confirm (okay)
379_turn_044,thats_good (that's good)
379_turn_045,awesome (awesome)
379_turn_046,argument_about (what was it about)
379_turn_047,Ellie17Dec2012_08 (what are you most proud of in your life)
379_turn_048,asked_everything (okay i think i have asked everything i need to)
380_turn_000,thats_good (that's good)
380_turn_001,really (really)
380_turn_002,when_LA (when did you move to l_a)
380_turn_003,wow (wow)
380_turn_004,adapted_LA (how easy was it for you to get used to living in l_a)
380_turn_005,okay_confirm (okay)
380_turn_006,roommates (do you have roommates)
380_turn_007,living_situation (how do you like your living situation)
380_turn_008,oh_no (oh no)
380_turn_009,travel_changed (what do you enjoy about traveling)
380_turn_010,Ellie17Dec2012_02 (uh huh)
380_turn_011,wild_laughter3 ((laughter))
380_turn_012,yeah2 (yeah)
380_turn_013,yes (yes)
380_turn_014,back_later (let's come back to that later)
380_turn_015,study (what did you study at school)
380_turn_016,hmm1 (hmm)
380_turn_017,uh_huh (uh huh)
380_turn_018,wild_laughter5 ((laughter))
380_turn_019,still_working_on_X (are you still working in that)
380_turn_020,mm (mm)
380_turn_021,okay_confirm (okay)
380_turn_022,mhm (mhm)
380_turn_023,why2 (why)
380_turn_024,okay_confirm (okay)
380_turn_025,yeah3 (yeah)
380_turn_026,uh_huh (uh huh)
380_turn_027,yes (yes)
380_turn_028,uh_huh (uh huh)
380_turn_029,why2 (why)
380_turn_030,mm (mm)
380_turn_031,yeah2 (yeah)
380_turn_032,right2 (right)
380_turn_033,hmmB (hmm)
380_turn_034,yeah3 (yeah)
380_turn_035,understand (i understand)
380_turn_036,memory_erase (tell me about an event or something that you wish you could erase from your memory)
380_turn_037,hmmB (hmm)
380_turn_038,yeah3 (yeah)
380_turn_039,mhm (mhm)
380_turn_040,isee_downer (i see)
380_turn_041,yes (yes)
380_turn_042,yeah_downer (yeah)
380_turn_043,mm (mm)
380_turn_044,okay_confirm (okay)
380_turn_045,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
380_turn_046,mind (whatever comes to your mind)
380_turn_047,Ellie17Dec2012_03 (that's good)
380_turn_048,depression_diagnosed (have you been diagnosed with depression)
380_turn_049,happy_lasttime (tell me about the last time you felt really happy)
380_turn_050,wow (wow)
380_turn_051,uh_huh (uh huh)
380_turn_052,makes_sense (that makes sense)
380_turn_053,okay_confirm (okay)
380_turn_054,um (um)
380_turn_055,been_hard (that sounds really hard)
380_turn_056,mhm (mhm)
380_turn_057,asked_everything (okay i think i have asked everything i need to)
383_turn_000,okay_confirm (okay)
383_turn_001,really (really)
383_turn_002,Ellie17Dec2012_02 (uh huh)
383_turn_003,cool3 (cool)
383_turn_004,mhm (mhm)
383_turn_005,mm (mm)
383_turn_006,travel_changed (what do you enjoy about traveling)
383_turn_007,thats_great (that's great)
383_turn_008,travel_trips (i'd love to hear about one of your trips)
383_turn_009,mhm (mhm)
383_turn_010,hmm1 (hmm)
383_turn_011,change_directions (what made you decide to do that)
383_turn_012,okay_confirm (okay)
383_turn_013,wow (wow)
383_turn_014,sounds_interesting (that sounds interesting)
383_turn_015,yeah_downer (yeah)
383_turn_016,dream_job (what's your dream job)
383_turn_017,thats_good (that's good)
383_turn_018,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
383_turn_019,uh_huh (uh huh)
383_turn_020,last_argument (when was the last time you argued with someone and what was it about)
383_turn_021,okay_confirm (okay)
383_turn_022,talk_later (why don't we talk about that later)
383_turn_023,memory_erase (tell me about an event or something that you wish you could erase from your memory)
383_turn_024,mm (mm)
383_turn_025,hard_decisionB (tell me about the hardest decision you've ever had to make)
383_turn_026,yeah_downer (yeah)
383_turn_027,right2 (right)
383_turn_028,mhm (mhm)
383_turn_029,right2 (right)
383_turn_030,okay_confirm (okay)
383_turn_031,symptoms_cope (how do you cope with them)
383_turn_032,okay_confirm (okay)
383_turn_033,feel_lately (how have you been feeling lately)
383_turn_034,mhm (mhm)
383_turn_035,depression_diagnosed (have you been diagnosed with depression)
383_turn_036,tell_about_that (can you tell me about that)
383_turn_037,okay_confirm (okay)
383_turn_038,thats_great (that's great)
383_turn_039,BF_describe (how would your best friend describe you)
383_turn_040,okay_confirm (okay)
383_turn_041,okay_confirm (okay)
383_turn_042,uh_huh (uh huh)
383_turn_043,yes (yes)
383_turn_044,cool3 (cool)
383_turn_045,thats_good (that's good)
383_turn_046,bye (goodbye)
383_turn_047,mhm (mhm)
383_turn_048,yes (yes)
383_turn_049,wild_laughter3 ((laughter))
383_turn_050,wild_laughter5 ((laughter))
385_turn_000,great_thanks (i'm great thanks)
385_turn_001,dont_like_LA (what are some things you don't really like about l_a)
385_turn_002,see_mean (i see what you mean)
385_turn_003,still_working_on_X (are you still working in that)
385_turn_004,dream_job (what's your dream job)
385_turn_005,wild_laughter3 ((laughter))
385_turn_006,thats_good (that's good)
385_turn_007,memory_erase (tell me about an event or something that you wish you could erase from your memory)
385_turn_008,mad_makeyou (what are some things that make you really mad)
385_turn_009,like_what (like what)
385_turn_010,okay_confirm (okay)
385_turn_011,situation_handled (tell me about a situation that you wish you had handled differently)
385_turn_012,mm (mm)
385_turn_013,depression_diagnosed (have you been diagnosed with depression)
385_turn_014,easy_sleep (how easy is it for you to get a good night's sleep)
385_turn_015,trigger (are they triggered by something)
385_turn_016,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
385_turn_017,Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)
385_turn_018,really (really)
385_turn_019,cool3 (cool)
385_turn_020,okay_confirm (okay)
385_turn_021,BF_describe (how would your best friend describe you)
385_turn_022,um (um)
385_turn_023,Ellie17Dec2012_02 (uh huh)
385_turn_024,memorableB (what's one of your most memorable experiences)
385_turn_025,like_what (like what)
386_turn_000,uh_oh (uh oh)
386_turn_001,really (really)
386_turn_002,when_LA (when did you move to l_a)
386_turn_003,yeah3 (yeah)
386_turn_004,often_backB (how often do you go back to your hometown)
386_turn_005,why2 (why)
386_turn_006,yeah3 (yeah)
386_turn_007,see_mean (i see what you mean)
386_turn_008,adapted_LA (how easy was it for you to get used to living in l_a)
386_turn_009,thats_good (that's good)
386_turn_010,change_directions (what made you decide to do that)
386_turn_011,okay_confirm (okay)
386_turn_012,happy_didthat (are you happy you did that)
386_turn_013,dream_job (what's your dream job)
386_turn_014,wild_laughter3 ((laughter))
386_turn_015,yeah_downer (yeah)
386_turn_016,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
386_turn_017,control_temper (how are you at controlling your temper)
386_turn_018,mhm (mhm)
386_turn_019,okay_confirm (okay)
386_turn_020,situation_handled (tell me about a situation that you wish you had handled differently)
386_turn_021,hmmB (hmm)
386_turn_022,makes_sense (that makes sense)
386_turn_023,yeah_downer (yeah)
386_turn_024,trade_offs (there are always trade-offs in life aren't there)
386_turn_025,mhm (mhm)
386_turn_026,thats_good (that's good)
386_turn_027,todays_kids (what do you think of today's kids)
386_turn_028,easy_sleep (how easy is it for you to get a good night's sleep)
386_turn_029,oh_no (oh no)
386_turn_030,that_sucks (that sucks)
386_turn_031,sleep_affects (what are you like when you don't sleep well)
386_turn_032,uh_huh (uh huh)
386_turn_033,right2 (right)
386_turn_034,okay_confirm (okay)
386_turn_035,depression_diagnosed (have you been diagnosed with depression)
386_turn_036,happy_lasttime (tell me about the last time you felt really happy)
386_turn_037,Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)
386_turn_038,okay_confirm (okay)
386_turn_039,advice_back (what advice would you give to yourself ten or twenty years ago)
386_turn_040,uh_huh (uh huh)
386_turn_041,okay_confirm (okay)
386_turn_042,thats_good (that's good)
386_turn_043,yeah_downer (yeah)
386_turn_044,understand (i understand)
386_turn_045,yes (yes)
386_turn_046,Ellie17Dec2012_07 (what would you say are some of your best qualities)
386_turn_047,mhm (mhm)
386_turn_048,do_fun (what are some things you like to do for fun)
386_turn_049,travel_changed (what do you enjoy about traveling)
386_turn_050,yeah3 (yeah)
386_turn_051,mm (mm)
386_turn_052,wow (wow)
386_turn_053,right2 (right)
391_turn_000,sorry_hear (i'm sorry to hear that)
391_turn_001,often_backB (how often do you go back to your hometown)
391_turn_002,thats_good (that's good)
391_turn_003,yeah3 (yeah)
391_turn_004,mhm (mhm)
391_turn_005,see_mean (i see what you mean)
391_turn_006,travel_changed (what do you enjoy about traveling)
391_turn_007,travel_trips (i'd love to hear about one of your trips)
391_turn_008,awesome (awesome)
391_turn_009,thats_great (that's great)
391_turn_010,dream_job (what's your dream job)
391_turn_011,really (really)
391_turn_012,wild_laughter3 ((laughter))
391_turn_013,like_what (like what)
391_turn_014,nice (nice)
391_turn_015,that_sucks (that sucks)
391_turn_016,okay_confirm (okay)
391_turn_017,okay_confirm (okay)
391_turn_018,tell_me_about (tell me about that)
391_turn_019,yeah_downer (yeah)
391_turn_020,sleep_affects (what are you like when you don't sleep well)
391_turn_021,uh_huh (uh huh)
391_turn_022,why2 (why)
391_turn_023,isee_downer (i see)
391_turn_024,depression_diagnosed (have you been diagnosed with depression)
391_turn_025,happy_lasttime (tell me about the last time you felt really happy)
391_turn_026,tell_about_that (can you tell me about that)
391_turn_027,Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)
391_turn_028,ideal_weekendC (tell me how you spend your ideal weekend)
391_turn_029,regret (is there anything you regret)
391_turn_030,avoid (could you have done anything to avoid it)
391_turn_031,okay_confirm (okay)
391_turn_032,BF_describe (how would your best friend describe you)
391_turn_033,very_young (you were very young weren't you)
391_turn_034,Ellie17Dec2012_08 (what are you most proud of in your life)
391_turn_035,family_relationship (tell me about your relationship with your family)
391_turn_036,influence_positive (who's someone that's been a positive influence in your life)
391_turn_037,like_what (like what)
391_turn_038,Ellie17Dec2012_07 (what would you say are some of your best qualities)
391_turn_039,do_fun (what are some things you like to do for fun)
391_turn_040,thats_good (that's good)
392_turn_000,dont_like_LA (what are some things you don't really like about l_a)
392_turn_001,see_mean (i see what you mean)
392_turn_002,still_working_on_X (are you still working in that)
392_turn_003,like_what (like what)
392_turn_004,mhm (mhm)
